age,city,color,country,customer-id,customer-name,discount-applied,gender,payment-method,previous-purchaser,product,product-category,promo-code,quantity,purchase-frequency,reason,review-rate,sales-price,season,shipping-mode,size,status,unit-price
31,Munich,Brown,Germany,Cust2675,David Taylor,20,Male,Credit Card,No,Apple,Fruits,75890,9,Weekly,"",2,164,Summer,Standard,Small,Delivered,22.73
31,Munich,Brown,Germany,Cust3092,Daniel Smith,15,Male,Apple Pay,No,Juice,Beverages,45708,2,Monthly,Damaged Product,2,85,Spring,Express,Small,Returned,49.97
31,Munich,Brown,Germany,Cust5540,Michael Brown,15,Female,Cash,Yes,Potato,Vegetables,90440,10,Quarterly,"",5,144,Autumn,Express,Medium,Delivered,17
31,Munich,N/A,Germany,Cust1684,John Brown,0,Female,Credit Card,No,Beef,Meat,94386,7,Monthly,"",1,152,Winter,Shipped From Abroad,Large,Delivered,21.69
31,Munich,N/A,Germany,Cust4920,Daniel Brown,5,Male,PayPal,No,Pork,Meat,75230,2,Quarterly,"",2,19,Autumn,Standard,Small,Delivered,9.98
31,Munich,White,Germany,Cust5387,David Smith,0,Male,Google Pay,Yes,Muffin,Bakery,84063,2,Quarterly,Late Delivery,1,25,Summer,Standard,Medium,Returned,12.35
31,Munich,Yellow,Germany,Cust1846,Michael Thomas,20,Male,Bank Transfer,Yes,Chocolate,Snacks,40960,3,Monthly,Damaged Product,3,37,Summer,Shipped From Abroad,Large,Returned,15.53
31,New York,Green,USA,Cust5083,Michael Anderson,0,Male,Debit Card,No,Cake,Bakery,57367,6,Quarterly,Late Delivery,5,204,Autumn,Shipped From Abroad,Small,Returned,33.95
31,New York,Red,USA,Cust1428,Emma Brown,15,Male,Debit Card,Yes,Juice,Beverages,11052,6,Weekly,"",5,137,Spring,Standard,Large,Delivered,26.79
31,New York,White,USA,Cust2279,Emma Brown,10,Female,PayPal,No,Potato,Vegetables,18749,6,Monthly,"",4,135,Winter,Standard,Medium,Delivered,25.06
31,New York,White,USA,Cust3851,Michael Brown,0,Female,Cash,No,Nuts,Snacks,44043,2,Monthly,"",2,24,Spring,Shipped From Abroad,Large,Delivered,11.92
31,New York,White,USA,Cust4743,Olivia Smith,10,Male,Debit Card,No,Cake,Bakery,78221,4,Yearly,Late Delivery,2,9,Spring,Standard,Small,Returned,2.55
31,Sydney,Brown,Australia,Cust4536,Olivia Smith,15,Male,PayPal,No,Juice,Beverages,65389,1,Monthly,"",3,25,Spring,Standard,Small,Delivered,29.77
31,Sydney,Green,Australia,Cust2825,Emma Johnson,5,Female,Google Pay,No,Tea,Beverages,61385,1,Quarterly,"",5,42,Summer,Standard,Medium,Delivered,44.38
31,Sydney,Green,Australia,Cust5325,David Johnson,5,Female,Google Pay,Yes,Chocolate,Snacks,63074,5,Weekly,"",4,142,Spring,Standard,Medium,Delivered,29.9
31,Sydney,Green,Australia,Cust6346,David Smith,15,Female,Apple Pay,No,Tea,Beverages,75103,3,Yearly,Damaged Product,3,86,Summer,Shipped From Abroad,Small,Returned,33.82
31,Sydney,N/A,Australia,Cust2535,Sarah Thomas,5,Male,Google Pay,Yes,Nuts,Snacks,93788,6,Yearly,"",3,105,Autumn,Shipped From Abroad,Small,Delivered,18.36
31,Sydney,White,Australia,Cust4487,David Brown,15,Male,PayPal,No,Juice,Beverages,10837,1,Monthly,"",3,31,Spring,Standard,Medium,Delivered,36.89
31,Toronto,Brown,Canada,Cust1270,John Taylor,20,Male,Google Pay,No,Fish,Meat,95541,4,Quarterly,Damaged Product,2,11,Autumn,Shipped From Abroad,Medium,Returned,3.33
31,Toronto,N/A,Canada,Cust1844,Michael Thomas,15,Female,Apple Pay,Yes,Chocolate,Snacks,19805,10,Yearly,"",3,400,Winter,Shipped From Abroad,Small,Delivered,47.09
31,Toronto,N/A,Canada,Cust2696,David Taylor,5,Female,PayPal,No,Potato,Vegetables,99519,2,Yearly,Quality Issue,3,40,Winter,Standard,Large,Returned,21.26
31,Toronto,Red,Canada,Cust6487,Emma Thomas,20,Female,PayPal,Yes,Chicken,Meat,16466,1,Monthly,Damaged Product,2,20,Autumn,Express,Medium,Returned,25.35
31,Toronto,Yellow,Canada,Cust3204,John Thomas,10,Male,Apple Pay,No,Chocolate,Snacks,27246,5,Monthly,Wrong Item,1,152,Autumn,Express,Medium,Returned,33.83
31,Toronto,Yellow,Canada,Cust5093,Emma Thomas,10,Female,PayPal,No,Beef,Meat,56579,7,Weekly,Damaged Product,5,263,Spring,Express,Small,Returned,41.73
31,Vancouver,Brown,Canada,Cust1380,Michael Johnson,15,Male,Apple Pay,Yes,Butter,Dairy,59551,10,Yearly,Late Delivery,3,384,Summer,Express,Small,Returned,45.14
31,Vancouver,Green,Canada,Cust4464,Mary Jackson,10,Female,Credit Card,No,Fish,Meat,89416,5,Monthly,"",4,43,Summer,Express,Small,Delivered,9.64
31,Vancouver,Green,Canada,Cust4596,Emma Anderson,5,Male,Credit Card,No,Cake,Bakery,95533,5,Yearly,"",3,111,Winter,Shipped From Abroad,Small,Delivered,23.46
31,Vancouver,White,Canada,Cust3838,John Johnson,20,Female,Debit Card,No,Spinach,Vegetables,12950,5,Monthly,Wrong Item,2,29,Spring,Standard,Medium,Returned,7.21
31,Vancouver,Yellow,Canada,Cust4958,David Johnson,0,Male,Cash,No,Yogurt,Dairy,18714,10,Yearly,Late Delivery,4,283,Winter,Standard,Medium,Returned,28.31
32,Berlin,Green,Germany,Cust2294,Mary Johnson,15,Male,Cash,No,Muffin,Bakery,42947,8,Monthly,"",4,122,Spring,Standard,Large,Delivered,17.87
32,Berlin,Red,Germany,Cust4133,Mary Jackson,0,Female,Google Pay,No,Mango,Fruits,88175,8,Weekly,Wrong Item,4,22,Winter,Standard,Medium,Returned,2.8
32,Brisbane,Brown,Australia,Cust5747,John Anderson,0,Female,Google Pay,Yes,Grapes,Fruits,78259,5,Quarterly,Late Delivery,5,52,Winter,Express,Large,Returned,10.39
32,Brisbane,Brown,Australia,Cust5888,Mary Smith,10,Female,Debit Card,Yes,Cheese,Dairy,98050,3,Monthly,Wrong Item,4,102,Summer,Shipped From Abroad,Large,Returned,37.94
32,Brisbane,Green,Australia,Cust2782,David Taylor,5,Female,Google Pay,No,Tea,Beverages,93827,9,Monthly,Damaged Product,3,177,Autumn,Shipped From Abroad,Medium,Returned,20.76
32,Brisbane,N/A,Australia,Cust2517,Daniel Brown,20,Female,Google Pay,Yes,Carrot,Vegetables,82103,3,Weekly,"",3,57,Spring,Shipped From Abroad,Medium,Delivered,23.92
32,Brisbane,N/A,Australia,Cust5051,Daniel Brown,15,Male,Cash,No,Tea,Beverages,17339,2,Quarterly,Late Delivery,3,67,Spring,Express,Medium,Returned,39.61
32,Brisbane,Red,Australia,Cust3030,Daniel Brown,10,Female,Bank Transfer,Yes,Tomato,Vegetables,77223,3,Yearly,"",5,128,Spring,Express,Medium,Delivered,47.25
32,Brisbane,White,Australia,Cust2736,Daniel Johnson,10,Male,Google Pay,Yes,Chips,Snacks,54149,9,Weekly,Quality Issue,1,366,Summer,Standard,Small,Returned,45.23
32,Brisbane,White,Australia,Cust3532,Olivia Jackson,0,Female,Google Pay,Yes,Biscuits,Snacks,58964,5,Quarterly,Changed Mind,4,176,Winter,Express,Small,Returned,35.27
32,Brisbane,White,Australia,Cust3553,Michael Johnson,20,Male,Cash,No,Tomato,Vegetables,78759,4,Weekly,Quality Issue,5,90,Autumn,Express,Medium,Returned,28.19
32,Brisbane,Yellow,Australia,Cust1406,Daniel Johnson,5,Female,Debit Card,Yes,Juice,Beverages,40471,5,Weekly,Damaged Product,2,48,Winter,Shipped From Abroad,Medium,Returned,10.08
32,Chicago,Brown,USA,Cust1820,Emma Taylor,20,Male,Google Pay,No,Cheese,Dairy,78570,2,Yearly,Wrong Item,4,20,Summer,Express,Small,Returned,12.78
32,Chicago,Brown,USA,Cust2094,John Brown,15,Male,PayPal,Yes,Yogurt,Dairy,15637,10,Monthly,Quality Issue,4,424,Autumn,Standard,Medium,Returned,49.9
32,Chicago,Brown,USA,Cust5569,Daniel Johnson,0,Female,Cash,No,Nuts,Snacks,61457,3,Weekly,"",2,96,Winter,Express,Medium,Delivered,31.84
32,Chicago,Red,USA,Cust1566,Olivia Smith,5,Female,Credit Card,Yes,Nuts,Snacks,85831,6,Yearly,Damaged Product,4,47,Summer,Shipped From Abroad,Medium,Returned,8.23
32,Chicago,Yellow,USA,Cust1835,Olivia Smith,20,Female,Bank Transfer,Yes,Coffee,Beverages,26631,1,Weekly,"",4,13,Summer,Express,Large,Delivered,16.66
32,Hamburg,Brown,Germany,Cust3401,Emma Thomas,20,Female,Google Pay,No,Juice,Beverages,80579,10,Weekly,Changed Mind,3,190,Autumn,Standard,Small,Returned,23.8
32,Hamburg,Brown,Germany,Cust4058,Michael Taylor,10,Female,Google Pay,Yes,Coffee,Beverages,49462,9,Yearly,"",5,307,Spring,Express,Small,Delivered,37.96
32,Hamburg,Red,Germany,Cust5782,John Smith,10,Female,PayPal,Yes,Cheese,Dairy,58473,10,Weekly,"",1,389,Summer,Shipped From Abroad,Small,Delivered,43.2
32,Hamburg,White,Germany,Cust2567,Olivia Taylor,10,Male,Apple Pay,Yes,Coffee,Beverages,37278,7,Quarterly,"",2,157,Summer,Shipped From Abroad,Small,Delivered,24.86
32,Hamburg,Yellow,Germany,Cust4457,David Johnson,0,Female,Bank Transfer,Yes,Carrot,Vegetables,13956,5,Quarterly,Wrong Item,5,137,Spring,Shipped From Abroad,Small,Returned,27.46
32,Houston,N/A,USA,Cust4655,Mary Smith,0,Female,Cash,No,Butter,Dairy,93874,6,Weekly,Late Delivery,2,275,Winter,Shipped From Abroad,Medium,Returned,45.85
32,Liverpool,Brown,UK,Cust4239,Michael Taylor,0,Female,Debit Card,No,Potato,Vegetables,74990,2,Yearly,"",3,97,Autumn,Express,Large,Delivered,48.61
32,Liverpool,N/A,UK,Cust1973,Daniel Johnson,5,Female,Credit Card,Yes,Spinach,Vegetables,96734,8,Yearly,"",3,198,Autumn,Express,Small,Delivered,26.07
32,Liverpool,N/A,UK,Cust5226,Michael Thomas,10,Female,Credit Card,Yes,Potato,Vegetables,27913,1,Quarterly,Damaged Product,3,32,Spring,Shipped From Abroad,Large,Returned,35.45
32,Liverpool,White,UK,Cust1853,Mary Brown,20,Male,Cash,Yes,Coffee,Beverages,73210,3,Yearly,"",4,95,Autumn,Express,Small,Delivered,39.78
32,Liverpool,White,UK,Cust1969,Emma Smith,0,Female,PayPal,No,Muffin,Bakery,60567,9,Quarterly,"",2,440,Autumn,Shipped From Abroad,Large,Delivered,48.87
32,Liverpool,White,UK,Cust4762,Mary Anderson,20,Male,Cash,Yes,Croissant,Bakery,24847,7,Quarterly,Changed Mind,4,121,Winter,Shipped From Abroad,Large,Returned,21.64
32,Liverpool,Yellow,UK,Cust3630,Olivia Jackson,20,Female,Apple Pay,Yes,Fish,Meat,81764,6,Weekly,"",3,230,Autumn,Shipped From Abroad,Small,Delivered,47.99
32,London,Brown,UK,Cust1870,Emma Brown,5,Female,Credit Card,Yes,Beef,Meat,19983,8,Yearly,Damaged Product,3,181,Autumn,Standard,Medium,Returned,23.77
32,London,Brown,UK,Cust2467,Mary Thomas,5,Male,Cash,Yes,Mango,Fruits,61078,8,Monthly,Quality Issue,2,305,Winter,Shipped From Abroad,Large,Returned,40.17
32,London,Brown,UK,Cust2704,Sarah Thomas,0,Male,Credit Card,No,Cheese,Dairy,12519,6,Quarterly,Changed Mind,5,183,Summer,Standard,Small,Returned,30.48
32,London,Green,UK,Cust4031,Sarah Brown,15,Male,Google Pay,No,Cake,Bakery,72406,6,Quarterly,"",4,221,Spring,Shipped From Abroad,Large,Delivered,43.34
32,London,N/A,UK,Cust3829,David Smith,15,Female,Debit Card,No,Nuts,Snacks,14181,10,Monthly,Quality Issue,1,374,Autumn,Shipped From Abroad,Medium,Returned,43.97
32,London,N/A,UK,Cust4840,Michael Smith,5,Male,Google Pay,No,Potato,Vegetables,86268,5,Yearly,Quality Issue,5,171,Spring,Shipped From Abroad,Medium,Returned,36.1
32,London,N/A,UK,Cust5050,Emma Johnson,10,Male,Bank Transfer,No,Tea,Beverages,19852,9,Weekly,"",1,284,Summer,Express,Medium,Delivered,35.03
32,London,Red,UK,Cust1943,Mary Johnson,0,Female,Apple Pay,Yes,Fish,Meat,25424,5,Weekly,"",1,124,Summer,Standard,Small,Delivered,24.7
32,London,White,UK,Cust5463,Sarah Taylor,20,Male,Cash,No,Mango,Fruits,74042,10,Weekly,Late Delivery,3,233,Summer,Shipped From Abroad,Medium,Returned,29.18
32,London,White,UK,Cust6358,Daniel Jackson,5,Female,Google Pay,No,Biscuits,Snacks,42735,9,Weekly,"",3,136,Winter,Standard,Medium,Delivered,15.92
32,London,Yellow,UK,Cust6269,Sarah Brown,15,Male,Credit Card,No,Chips,Snacks,52143,7,Yearly,Quality Issue,5,58,Winter,Express,Medium,Returned,9.82
32,Los Angeles,Brown,USA,Cust1224,Olivia Smith,20,Female,Credit Card,No,Bread,Bakery,77177,7,Monthly,Late Delivery,1,19,Spring,Express,Large,Returned,3.43
32,Los Angeles,Brown,USA,Cust2843,Sarah Smith,0,Female,Credit Card,No,Nuts,Snacks,61307,2,Weekly,Damaged Product,2,91,Winter,Express,Large,Returned,45.26
32,Los Angeles,Yellow,USA,Cust1423,Daniel Taylor,20,Female,Cash,No,Chocolate,Snacks,92604,8,Quarterly,"",2,104,Autumn,Express,Medium,Delivered,16.28
32,Manchester,Brown,UK,Cust1375,Sarah Johnson,20,Male,Apple Pay,No,Milk,Dairy,78502,8,Yearly,"",4,92,Winter,Express,Large,Delivered,14.44
32,Manchester,Brown,UK,Cust3869,John Taylor,10,Female,Credit Card,No,Tea,Beverages,74367,9,Weekly,"",1,280,Autumn,Shipped From Abroad,Medium,Delivered,34.54
32,Manchester,Red,UK,Cust3007,Daniel Brown,20,Female,Cash,Yes,Beef,Meat,98701,10,Monthly,"",4,19,Summer,Shipped From Abroad,Medium,Delivered,2.34
32,Manchester,White,UK,Cust4471,Emma Anderson,20,Female,Cash,No,Biscuits,Snacks,52100,10,Quarterly,"",3,234,Autumn,Shipped From Abroad,Medium,Delivered,29.31
32,Melbourne,Brown,Australia,Cust3131,Michael Thomas,20,Male,Credit Card,No,Cheese,Dairy,14957,3,Monthly,Changed Mind,3,52,Spring,Express,Medium,Returned,21.66
32,Melbourne,Brown,Australia,Cust4454,Emma Brown,20,Female,Bank Transfer,No,Carrot,Vegetables,50838,3,Quarterly,Wrong Item,2,24,Winter,Express,Small,Returned,9.81
32,Melbourne,Brown,Australia,Cust6268,Sarah Smith,20,Male,Credit Card,No,Cheese,Dairy,87816,8,Weekly,"",5,91,Autumn,Standard,Medium,Delivered,14.2
32,Melbourne,Green,Australia,Cust1403,Mary Thomas,5,Male,Cash,No,Milk,Dairy,58941,4,Quarterly,"",2,179,Winter,Standard,Medium,Delivered,47.13
32,Melbourne,N/A,Australia,Cust1990,Sarah Taylor,10,Female,Apple Pay,No,Bread,Bakery,77304,9,Monthly,Changed Mind,5,184,Winter,Shipped From Abroad,Medium,Returned,22.75
32,Melbourne,N/A,Australia,Cust2224,David Thomas,20,Male,PayPal,No,Biscuits,Snacks,63620,7,Yearly,Wrong Item,3,247,Summer,Express,Large,Returned,44.14
32,Melbourne,N/A,Australia,Cust6399,Olivia Thomas,0,Female,Google Pay,Yes,Juice,Beverages,28336,5,Monthly,"",4,18,Spring,Shipped From Abroad,Small,Delivered,3.55
32,Melbourne,White,Australia,Cust6067,Mary Brown,10,Female,Apple Pay,No,Cake,Bakery,87409,4,Quarterly,"",1,45,Winter,Express,Small,Delivered,12.52
32,Melbourne,Yellow,Australia,Cust3495,Olivia Thomas,15,Female,Debit Card,Yes,Carrot,Vegetables,93831,9,Yearly,Wrong Item,1,364,Spring,Shipped From Abroad,Large,Returned,47.56
32,Montreal,Brown,Canada,Cust1569,Olivia Brown,20,Female,Google Pay,No,Soda,Beverages,89769,7,Quarterly,Changed Mind,5,218,Autumn,Standard,Large,Returned,38.91
32,Montreal,Brown,Canada,Cust1578,Sarah Brown,20,Female,PayPal,Yes,Bread,Bakery,19020,1,Yearly,"",3,24,Autumn,Express,Small,Delivered,29.7
32,Montreal,Brown,Canada,Cust2711,Mary Brown,15,Male,Cash,No,Biscuits,Snacks,23407,4,Yearly,"",5,25,Autumn,Standard,Large,Delivered,7.27
32,Montreal,Brown,Canada,Cust4626,Olivia Thomas,10,Female,Google Pay,No,Croissant,Bakery,57839,1,Monthly,"",3,34,Autumn,Shipped From Abroad,Small,Delivered,37.78
32,Montreal,Brown,Canada,Cust5857,David Taylor,5,Female,Apple Pay,Yes,Chocolate,Snacks,10877,7,Weekly,Late Delivery,4,215,Summer,Shipped From Abroad,Small,Returned,32.4
32,Montreal,Red,Canada,Cust5139,Olivia Thomas,15,Female,Google Pay,No,Banana,Fruits,18591,6,Yearly,"",1,241,Autumn,Express,Small,Delivered,47.26
32,Montreal,White,Canada,Cust3754,Sarah Brown,10,Female,Debit Card,No,Biscuits,Snacks,86560,7,Monthly,"",1,168,Winter,Express,Large,Delivered,26.71
32,Munich,Brown,Germany,Cust1387,John Johnson,0,Male,Apple Pay,No,Chicken,Meat,91273,8,Yearly,Damaged Product,3,143,Summer,Standard,Large,Returned,17.89
32,Munich,Brown,Germany,Cust1728,Olivia Thomas,15,Female,Bank Transfer,No,Juice,Beverages,13015,3,Yearly,"",2,51,Spring,Standard,Small,Delivered,20.08
32,Munich,Green,Germany,Cust1698,David Brown,20,Female,Debit Card,Yes,Tomato,Vegetables,65451,10,Quarterly,Changed Mind,3,135,Winter,Shipped From Abroad,Medium,Returned,16.88
32,Munich,Green,Germany,Cust3121,John Thomas,20,Female,PayPal,Yes,Tomato,Vegetables,97211,3,Quarterly,Damaged Product,2,5,Winter,Standard,Small,Returned,2.05
32,Munich,N/A,Germany,Cust2112,Mary Taylor,10,Male,Bank Transfer,Yes,Yogurt,Dairy,56220,3,Monthly,Changed Mind,3,82,Spring,Express,Medium,Returned,30.27
32,Munich,N/A,Germany,Cust4616,Olivia Taylor,10,Female,Bank Transfer,No,Coffee,Beverages,96536,10,Weekly,Wrong Item,2,247,Winter,Shipped From Abroad,Small,Returned,27.42
32,Munich,N/A,Germany,Cust6307,Olivia Brown,20,Male,Cash,Yes,Muffin,Bakery,90000,4,Weekly,"",3,72,Summer,Shipped From Abroad,Large,Delivered,22.39
32,Munich,Red,Germany,Cust5080,Emma Taylor,5,Male,Apple Pay,Yes,Tea,Beverages,54663,1,Yearly,Wrong Item,1,11,Summer,Express,Large,Returned,11.14
32,Munich,White,Germany,Cust1260,Emma Taylor,5,Female,Cash,Yes,Spinach,Vegetables,37929,2,Quarterly,Changed Mind,5,66,Winter,Standard,Medium,Returned,34.72
32,Munich,White,Germany,Cust3819,Sarah Thomas,0,Male,Cash,Yes,Onion,Vegetables,98404,4,Weekly,Wrong Item,1,29,Winter,Standard,Medium,Returned,7.27
32,New York,Green,USA,Cust6228,Sarah Taylor,10,Male,Credit Card,Yes,Juice,Beverages,75022,1,Monthly,"",2,37,Winter,Express,Medium,Delivered,41.44
32,New York,N/A,USA,Cust2093,David Johnson,15,Female,Google Pay,Yes,Carrot,Vegetables,74912,3,Quarterly,Changed Mind,5,56,Summer,Shipped From Abroad,Large,Returned,22.07
32,New York,Red,USA,Cust1982,Mary Jackson,20,Female,PayPal,Yes,Grapes,Fruits,98701,4,Quarterly,Changed Mind,1,93,Winter,Standard,Small,Returned,29.14
32,New York,White,USA,Cust2603,Sarah Taylor,0,Male,Apple Pay,Yes,Banana,Fruits,99277,1,Quarterly,Changed Mind,3,9,Spring,Shipped From Abroad,Small,Returned,9.13
32,New York,White,USA,Cust4534,Michael Anderson,20,Male,Apple Pay,No,Orange,Fruits,99116,7,Yearly,Changed Mind,1,253,Autumn,Shipped From Abroad,Medium,Returned,45.11
32,New York,White,USA,Cust6457,Michael Taylor,0,Male,Google Pay,No,Nuts,Snacks,79447,1,Monthly,"",4,11,Autumn,Shipped From Abroad,Large,Delivered,11.06
32,Sydney,Brown,Australia,Cust2931,David Smith,0,Female,Debit Card,No,Biscuits,Snacks,27368,9,Monthly,Changed Mind,2,205,Summer,Shipped From Abroad,Medium,Returned,22.74
32,Sydney,N/A,Australia,Cust3894,Emma Brown,20,Male,Apple Pay,Yes,Butter,Dairy,14551,9,Weekly,"",5,319,Winter,Shipped From Abroad,Large,Delivered,44.34
32,Sydney,Red,Australia,Cust4296,David Taylor,10,Female,Google Pay,No,Carrot,Vegetables,95322,4,Monthly,"",5,80,Spring,Standard,Small,Delivered,22.25
32,Sydney,White,Australia,Cust5675,Daniel Jackson,10,Male,Google Pay,No,Biscuits,Snacks,15073,4,Monthly,"",4,37,Spring,Shipped From Abroad,Small,Delivered,10.18
32,Sydney,Yellow,Australia,Cust1363,David Thomas,20,Male,PayPal,Yes,Pork,Meat,40466,4,Weekly,Quality Issue,1,77,Summer,Standard,Small,Returned,23.99
32,Sydney,Yellow,Australia,Cust1658,Mary Smith,0,Female,Apple Pay,No,Croissant,Bakery,63614,4,Yearly,Wrong Item,3,40,Autumn,Express,Medium,Returned,10.11
32,Toronto,Brown,Canada,Cust3345,David Smith,10,Male,Credit Card,Yes,Tomato,Vegetables,49949,9,Monthly,"",3,302,Spring,Shipped From Abroad,Large,Delivered,37.29
32,Toronto,Brown,Canada,Cust5039,John Johnson,10,Female,Apple Pay,No,Butter,Dairy,90559,8,Monthly,"",4,54,Spring,Standard,Small,Delivered,7.53
32,Toronto,Brown,Canada,Cust5053,John Thomas,20,Female,PayPal,No,Muffin,Bakery,94388,10,Quarterly,Changed Mind,1,354,Summer,Standard,Medium,Returned,44.3
32,Toronto,Brown,Canada,Cust5630,Sarah Taylor,5,Male,PayPal,Yes,Grapes,Fruits,75643,1,Monthly,"",2,37,Autumn,Express,Small,Delivered,39.28
32,Toronto,Green,Canada,Cust6496,Olivia Jackson,0,Female,PayPal,Yes,Fish,Meat,79742,10,Quarterly,"",1,316,Summer,Express,Large,Delivered,31.6
32,Toronto,N/A,Canada,Cust4134,Mary Taylor,20,Female,Google Pay,No,Mango,Fruits,45814,3,Yearly,"",3,51,Spring,Shipped From Abroad,Medium,Delivered,21.12
32,Toronto,N/A,Canada,Cust4185,Daniel Anderson,0,Female,PayPal,Yes,Banana,Fruits,59033,10,Weekly,"",2,99,Autumn,Standard,Large,Delivered,9.92
32,Toronto,Red,Canada,Cust1615,Olivia Brown,0,Female,Google Pay,Yes,Croissant,Bakery,61536,10,Monthly,Quality Issue,5,119,Autumn,Express,Large,Returned,11.9
32,Toronto,Red,Canada,Cust5884,John Thomas,15,Female,Bank Transfer,No,Nuts,Snacks,94325,1,Yearly,Damaged Product,5,38,Summer,Shipped From Abroad,Small,Returned,45.27
32,Toronto,White,Canada,Cust2760,Emma Taylor,10,Female,Google Pay,No,Chips,Snacks,76833,5,Weekly,Quality Issue,2,45,Winter,Express,Small,Returned,10.06
32,Toronto,Yellow,Canada,Cust4513,Olivia Anderson,15,Female,Bank Transfer,No,Carrot,Vegetables,81821,5,Quarterly,Changed Mind,3,147,Winter,Standard,Small,Returned,34.5
32,Toronto,Yellow,Canada,Cust5881,Daniel Brown,10,Female,Apple Pay,No,Spinach,Vegetables,82957,4,Yearly,Wrong Item,3,76,Spring,Express,Small,Returned,21.19
32,Vancouver,Red,Canada,Cust2611,Daniel Brown,10,Female,Debit Card,No,Spinach,Vegetables,27769,1,Yearly,Wrong Item,3,40,Winter,Shipped From Abroad,Small,Returned,44.97
33,Berlin,Brown,Germany,Cust1839,David Anderson,20,Male,Credit Card,Yes,Carrot,Vegetables,53422,6,Yearly,Late Delivery,5,116,Summer,Express,Medium,Returned,24.13
33,Berlin,Brown,Germany,Cust2605,Olivia Anderson,10,Male,Cash,No,Orange,Fruits,82485,4,Yearly,"",4,59,Spring,Express,Medium,Delivered,16.28
33,Berlin,Brown,Germany,Cust4410,Mary Brown,20,Male,Debit Card,Yes,Croissant,Bakery,37606,9,Monthly,Changed Mind,5,242,Autumn,Express,Small,Returned,33.6
33,Berlin,N/A,Germany,Cust1807,David Jackson,15,Female,Debit Card,Yes,Soda,Beverages,17663,2,Monthly,Quality Issue,4,11,Winter,Standard,Small,Returned,6.71
33,Berlin,Red,Germany,Cust2003,John Thomas,5,Female,PayPal,No,Banana,Fruits,85705,2,Monthly,"",5,41,Spring,Shipped From Abroad,Small,Delivered,21.71
33,Berlin,Red,Germany,Cust4143,David Taylor,15,Female,Cash,Yes,Mango,Fruits,34436,1,Weekly,Wrong Item,3,42,Winter,Shipped From Abroad,Medium,Returned,48.96
33,Berlin,Yellow,Germany,Cust6302,Emma Taylor,5,Female,Debit Card,No,Muffin,Bakery,61497,10,Weekly,"",4,187,Winter,Express,Medium,Delivered,19.68
33,Brisbane,Green,Australia,Cust3296,John Smith,10,Female,Cash,No,Biscuits,Snacks,20736,1,Quarterly,Late Delivery,5,33,Winter,Shipped From Abroad,Large,Returned,36.71
33,Brisbane,Green,Australia,Cust3918,Mary Brown,5,Female,PayPal,No,Grapes,Fruits,91319,9,Monthly,"",3,20,Summer,Shipped From Abroad,Small,Delivered,2.37
33,Brisbane,N/A,Australia,Cust4640,David Thomas,10,Male,PayPal,No,Juice,Beverages,98901,10,Monthly,Changed Mind,2,117,Summer,Shipped From Abroad,Medium,Returned,13
33,Brisbane,Red,Australia,Cust2324,David Jackson,0,Male,PayPal,Yes,Milk,Dairy,97654,6,Monthly,Damaged Product,3,143,Spring,Standard,Small,Returned,23.8
33,Brisbane,Yellow,Australia,Cust1765,Mary Jackson,0,Female,Cash,Yes,Cake,Bakery,86955,5,Weekly,Wrong Item,4,166,Spring,Standard,Medium,Returned,33.25
33,Chicago,Red,USA,Cust4871,Sarah Smith,15,Female,Credit Card,No,Apple,Fruits,88812,6,Yearly,Damaged Product,2,57,Autumn,Shipped From Abroad,Medium,Returned,11.2
33,Chicago,White,USA,Cust3870,Olivia Thomas,20,Male,Debit Card,No,Fish,Meat,14573,5,Weekly,Changed Mind,3,85,Autumn,Shipped From Abroad,Small,Returned,21.16
33,Chicago,Yellow,USA,Cust3399,Daniel Johnson,0,Female,Cash,Yes,Chips,Snacks,52005,2,Monthly,"",3,10,Summer,Shipped From Abroad,Large,Delivered,5.16
33,Hamburg,Brown,Germany,Cust5508,Sarah Anderson,20,Male,Bank Transfer,No,Soda,Beverages,66555,6,Quarterly,"",3,217,Winter,Standard,Small,Delivered,45.29
33,Hamburg,Green,Germany,Cust3979,Emma Taylor,0,Female,Apple Pay,No,Chips,Snacks,48396,4,Weekly,Changed Mind,5,110,Summer,Standard,Medium,Returned,27.52
33,Hamburg,Green,Germany,Cust4567,David Brown,20,Female,PayPal,No,Soda,Beverages,52314,10,Yearly,"",2,172,Winter,Shipped From Abroad,Large,Delivered,21.48
33,Hamburg,N/A,Germany,Cust3568,Emma Jackson,5,Male,PayPal,Yes,Apple,Fruits,90392,3,Weekly,"",1,71,Winter,Standard,Large,Delivered,25.05
33,Hamburg,N/A,Germany,Cust4395,Sarah Jackson,15,Male,Google Pay,Yes,Chocolate,Snacks,10471,8,Yearly,Quality Issue,1,167,Spring,Shipped From Abroad,Large,Returned,24.54
33,Hamburg,Red,Germany,Cust3164,Olivia Johnson,0,Male,PayPal,Yes,Muffin,Bakery,21429,7,Monthly,Quality Issue,2,198,Summer,Express,Medium,Returned,28.26
33,Hamburg,Red,Germany,Cust4127,Sarah Smith,0,Female,Google Pay,No,Fish,Meat,79783,4,Yearly,"",1,19,Autumn,Express,Medium,Delivered,4.77
33,Houston,Brown,USA,Cust1124,Sarah Jackson,20,Female,Google Pay,No,Muffin,Bakery,41942,5,Quarterly,"",5,12,Summer,Shipped From Abroad,Medium,Delivered,2.93
