customer-id,age,gender,product,product-category,size,color,season,review-rate,shipping-mode,discount-applied,promo-code,previous-purchaser,payment-method,purchase-frequency,order-date,shipped-date,delivery-date,customer-name,country,city,quantity,unit-price,sales-price,status,reason
CUST2015,39,Male,Chips,Snacks,Medium,Green,Spring,5,Express,15,30237,No,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Taylor,USA,Los Angeles,7,10.79,64.2,Delivered,
CUST2016,64,Male,Tea,Beverages,Medium,Brown,Summer,2,Shipped from Abroad,15,65359,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Sarah Smith,USA,Los Angeles,2,43.1,73.27,Delivered,
CUST2017,65,Male,Soda,Beverages,Large,White,Spring,3,Express,0,18582,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,David Anderson,UK,Liverpool,5,33.82,169.1,Returned,Quality Issue
CUST2018,40,Female,Juice,Beverages,Medium,Green,Autumn,1,Shipped from Abroad,5,99180,No,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Michael Brown,Australia,Melbourne,1,12.7,12.06,Delivered,
CUST2019,54,Female,Potato,Vegetables,Small,White,Summer,2,Express,5,96544,No,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Emma Smith,Germany,Hamburg,3,22.55,64.27,Delivered,
CUST2020,42,Male,Muffin,Bakery,Medium,Red,Spring,4,Shipped from Abroad,10,79551,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,Olivia Taylor,Australia,Sydney,3,26.32,71.06,Delivered,
CUST2021,56,Male,Fish,Meat,Small,Brown,Summer,1,Express,20,87520,Yes,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,John Brown,Germany,Munich,4,21.02,67.26,Delivered,
CUST2022,52,Male,Fish,Meat,Medium,Yellow,Summer,1,Standard,0,56680,No,Cash,Weekly,51:04.3,51:04.3,51:04.3,Olivia Anderson,Australia,Melbourne,3,23.43,70.29,Delivered,
CUST2023,48,Female,Chocolate,Snacks,Small,Yellow,Summer,1,Shipped from Abroad,20,63437,No,Cash,Yearly,51:04.3,51:04.3,51:04.3,Daniel Anderson,Canada,Montreal,7,29.07,162.79,Delivered,
CUST2024,40,Male,Beef,Meat,Small,White,Summer,2,Express,5,89606,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Olivia Taylor,USA,Chicago,3,35,99.75,Delivered,
CUST2025,24,Male,Potato,Vegetables,Small,Brown,Winter,5,Express,15,33445,Yes,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Emma Jackson,UK,Manchester,2,45.18,76.81,Returned,Late Delivery
CUST2026,54,Male,Mango,Fruits,Large,Red,Spring,3,Shipped from Abroad,0,84585,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,John Johnson,UK,Liverpool,6,43.41,260.46,Delivered,
CUST2027,54,Male,Pork,Meat,Medium,White,Summer,2,Standard,10,12566,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Sarah Brown,Australia,Sydney,4,38.73,139.43,Delivered,
CUST2028,24,Male,Soda,Beverages,Small,Yellow,Winter,2,Shipped from Abroad,20,67914,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Smith,USA,New York,3,20.79,49.9,Delivered,
CUST2029,40,Female,Chicken,Meat,Large,Red,Summer,2,Standard,0,55176,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,Michael Anderson,Canada,Vancouver,5,13.24,66.2,Delivered,
CUST2030,69,Male,Bread,Bakery,Small,White,Spring,5,Express,10,43572,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Emma Thomas,UK,London,3,47.87,129.25,Returned,Changed Mind
CUST2031,55,Female,Onion,Vegetables,Small,Green,Summer,4,Standard,20,53820,Yes,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,Michael Johnson,Australia,Melbourne,10,28.55,228.4,Delivered,
CUST2032,39,Female,Cheese,Dairy,Large,Green,Spring,3,Standard,15,61942,Yes,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Olivia Smith,USA,New York,9,12.33,94.32,Returned,Wrong Item
CUST2033,20,Female,Tea,Beverages,Medium,White,Autumn,,Express,20,39092,Yes,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,Michael Smith,Australia,Brisbane,2,34.89,55.82,Delivered,
CUST2034,62,Male,Tea,Beverages,Medium,N/A,Summer,4,Standard,20,31558,Yes,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Emma Anderson,Germany,Berlin,8,9.6,61.44,Returned,Wrong Item
CUST2035,57,Male,Milk,Dairy,Medium,Red,Summer,3,Standard,5,22802,Yes,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,John Brown,UK,Liverpool,4,48.77,185.33,Returned,Quality Issue
CUST2036,34,Male,Banana,Fruits,Large,Yellow,Autumn,2,Express,0,51610,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Mary Johnson,USA,Houston,10,36.44,364.4,Returned,Changed Mind
CUST2037,28,Female,Chocolate,Snacks,Medium,Green,Autumn,5,Standard,20,99406,Yes,PayPal,Weekly,51:04.3,51:04.3,51:04.3,John Taylor,Canada,Vancouver,9,40.23,289.66,Returned,Quality Issue
CUST2038,27,Male,Grapes,Fruits,Small,Red,Spring,4,Standard,10,88043,Yes,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Mary Jackson,Canada,Vancouver,,37.26,,Returned,Late Delivery
CUST2039,29,Female,Biscuits,Snacks,Small,Green,Summer,2,Express,15,31328,Yes,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,John Anderson,Canada,Montreal,1,42.34,35.99,Delivered,
CUST2040,54,Male,Milk,Dairy,Small,Yellow,Winter,5,Standard,10,88635,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,John Jackson,Canada,Vancouver,9,10.36,83.92,Delivered,
CUST2041,59,Female,Beef,Meat,Small,White,Winter,4,Express,5,68160,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Mary Thomas,Germany,Hamburg,1,22.2,21.09,Returned,Quality Issue
CUST2042,69,Male,Nuts,Snacks,Small,Red,Spring,1,Standard,20,93293,No,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Olivia Anderson,USA,Chicago,6,31.9,153.12,Returned,Wrong Item
CUST2043,35,Male,Croissant,Bakery,Medium,Red,Autumn,3,Shipped from Abroad,20,75482,No,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,Sarah Jackson,USA,Houston,7,9.02,50.51,Delivered,
CUST2044,56,Male,Tea,Beverages,Medium,White,Summer,3,Shipped from Abroad,10,18806,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,John Johnson,Germany,Hamburg,5,24.3,109.35,Delivered,
CUST2045,27,Female,Bread,Bakery,Medium,N/A,Summer,2,Express,10,40332,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Daniel Taylor,Australia,Sydney,7,18.73,118,Returned,Damaged Product
CUST2046,40,Male,Potato,Vegetables,Large,Red,Autumn,3,Express,0,70094,No,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Daniel Taylor,Germany,Munich,3,12.03,36.09,Delivered,
CUST2047,28,Male,Juice,Beverages,Medium,Brown,Winter,2,Standard,0,94371,Yes,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,John Smith,USA,Los Angeles,10,35.7,357,Returned,Wrong Item
CUST2048,34,Male,Muffin,Bakery,Small,Brown,Spring,,Standard,20,79256,No,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Jackson,Australia,Melbourne,,17.04,,Delivered,
CUST2049,66,Male,Soda,Beverages,Small,Red,Spring,1,Express,20,98398,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,David Jackson,Australia,Brisbane,7,7.53,42.17,Returned,Damaged Product
CUST2050,39,Female,Bread,Bakery,Medium,Red,Autumn,3,Express,10,92323,Yes,Cash,Monthly,51:04.3,51:04.3,51:04.3,Sarah Anderson,Canada,Montreal,2,45.97,82.75,Delivered,
CUST2051,39,Female,Orange,Fruits,Medium,Green,Spring,4,Standard,20,26373,Yes,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Michael Thomas,USA,Chicago,8,10.51,67.26,Returned,Damaged Product
CUST2052,18,Male,Soda,Beverages,Medium,Red,Summer,5,Standard,0,87359,No,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Mary Thomas,USA,New York,4,31.65,126.6,Delivered,
CUST2053,45,Male,Orange,Fruits,Small,Yellow,Winter,,Shipped from Abroad,10,45735,Yes,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,John Johnson,Australia,Brisbane,5,10.18,45.81,Delivered,
CUST2054,44,Female,Beef,Meat,Large,Yellow,Autumn,3,Shipped from Abroad,10,90455,No,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,Daniel Thomas,Canada,Vancouver,4,,,Returned,Damaged Product
CUST2055,67,Female,Mango,Fruits,Medium,Yellow,Summer,,Express,20,11072,Yes,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Anderson,UK,Liverpool,5,25.09,100.36,Delivered,
CUST2056,42,Female,Yogurt,Dairy,Medium,Red,Winter,5,Express,5,38196,Yes,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Michael Smith,UK,Liverpool,2,15.62,29.68,Delivered,
CUST2057,64,Female,Apple,Fruits,Small,Yellow,Summer,4,Shipped from Abroad,0,26667,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Michael Johnson,USA,Los Angeles,5,27.57,137.85,Delivered,
CUST2058,52,Female,Muffin,Bakery,Large,N/A,Spring,4,Shipped from Abroad,20,88414,No,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,Mary Johnson,Germany,Munich,6,14.9,71.52,Delivered,
CUST2059,27,Female,Bread,Bakery,Large,N/A,Winter,3,Express,15,24223,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Mary Smith,Germany,Hamburg,1,48.02,40.82,Returned,Quality Issue
CUST2060,28,Female,Banana,Fruits,Large,White,Winter,1,Express,15,37539,Yes,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Sarah Taylor,Germany,Hamburg,6,3.97,20.25,Delivered,
CUST2061,33,Female,Soda,Beverages,Large,N/A,Spring,4,Shipped from Abroad,0,91323,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Michael Anderson,Australia,Sydney,1,4.09,4.09,Delivered,
CUST2062,35,Female,Fish,Meat,Medium,Red,Summer,1,Shipped from Abroad,5,98016,No,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,John Johnson,UK,Liverpool,3,16.21,46.2,Delivered,
CUST2063,50,Female,Coffee,Beverages,Medium,N/A,Summer,4,Shipped from Abroad,15,74717,No,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,John Johnson,Canada,Vancouver,7,34.1,202.9,Returned,Changed Mind
CUST2064,62,Female,Nuts,Snacks,Small,Red,Autumn,5,Standard,15,54036,No,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Olivia Jackson,UK,London,6,5.71,29.12,Returned,Wrong Item
CUST2065,25,Female,Muffin,Bakery,Small,Green,Summer,3,Standard,10,94676,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Mary Smith,UK,Manchester,4,4.89,17.6,Delivered,
CUST2066,19,Male,Juice,Beverages,Medium,Brown,Summer,1,Standard,0,12283,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Taylor,UK,London,,22.1,,Returned,Late Delivery
CUST2067,27,Male,Tea,Beverages,Small,N/A,Summer,3,Shipped from Abroad,0,66901,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Michael Thomas,Germany,Munich,3,11.42,34.26,Delivered,
CUST2068,69,Female,Milk,Dairy,Large,Yellow,Winter,1,Shipped from Abroad,15,26352,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Olivia Johnson,Canada,Montreal,2,7.03,11.95,Delivered,
CUST2069,29,Female,Butter,Dairy,Large,N/A,Autumn,4,Shipped from Abroad,20,62898,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,David Thomas,USA,Chicago,10,45.89,367.12,Delivered,
CUST2070,35,Female,Nuts,Snacks,Small,Green,Spring,5,Standard,15,40456,No,Cash,Weekly,51:04.3,51:04.3,51:04.3,John Johnson,Australia,Brisbane,6,29.81,152.03,Returned,Quality Issue
CUST2071,62,Male,Pork,Meat,Large,N/A,Summer,2,Shipped from Abroad,20,83789,No,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Emma Anderson,USA,Houston,2,10.7,17.12,Returned,Damaged Product
CUST2072,19,Male,Coffee,Beverages,Small,Brown,Winter,1,Express,0,21179,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,John Jackson,Australia,Brisbane,8,40.69,325.52,Returned,Late Delivery
CUST2073,51,Female,Tea,Beverages,Small,White,Summer,5,Shipped from Abroad,15,48448,Yes,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Hamburg,5,43.21,183.64,Returned,Changed Mind
CUST2074,51,Female,Potato,Vegetables,Small,Yellow,Winter,5,Standard,20,62914,No,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,Sarah Brown,Canada,Vancouver,4,33.75,108,Delivered,
CUST2075,40,Female,Orange,Fruits,Medium,Green,Summer,1,Shipped from Abroad,5,21646,No,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,David Smith,Canada,Montreal,1,22.03,20.93,Delivered,
CUST2076,58,Female,Nuts,Snacks,Small,White,Winter,3,Standard,10,42706,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Sarah Thomas,UK,Manchester,1,21.62,19.46,Delivered,
CUST2077,46,Female,Carrot,Vegetables,Medium,White,Winter,3,Shipped from Abroad,15,33352,No,Cash,Yearly,51:04.3,51:04.3,51:04.3,John Jackson,USA,Chicago,1,3.72,3.16,Delivered,
CUST2078,28,Female,Apple,Fruits,Medium,Yellow,Summer,3,Shipped from Abroad,10,21217,Yes,Cash,Monthly,51:04.3,51:04.3,51:04.3,Mary Anderson,USA,New York,10,14.59,131.31,Delivered,
CUST2079,23,Female,Cheese,Dairy,Large,Brown,Spring,1,Shipped from Abroad,20,19922,No,Credit Card,Monthly,51:04.3,51:04.3,51:04.3,Sarah Smith,UK,Manchester,5,24.7,98.8,Returned,Quality Issue
CUST2080,67,Male,Spinach,Vegetables,Small,Yellow,Spring,4,Standard,15,49171,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,Sarah Anderson,Germany,Munich,3,44.6,113.73,Returned,Damaged Product
CUST2081,51,Male,Biscuits,Snacks,Medium,Green,Autumn,2,Express,5,57265,Yes,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,David Brown,USA,Houston,9,27.47,234.87,Returned,Quality Issue
CUST2082,59,Male,Pork,Meat,Small,White,Spring,,Shipped from Abroad,5,21052,Yes,Bank Transfer,Quarterly,51:04.3,51:04.3,51:04.3,John Thomas,UK,Manchester,7,19.38,128.88,Delivered,
CUST2083,55,Female,Juice,Beverages,Small,Brown,Summer,3,Express,5,40824,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,Olivia Brown,USA,New York,10,21.75,206.62,Returned,Changed Mind
CUST2084,36,Male,Croissant,Bakery,Small,N/A,Autumn,,Express,20,97965,Yes,Cash,Quarterly,51:04.3,51:04.3,51:04.3,John Anderson,Germany,Hamburg,,21.25,,Returned,Changed Mind
CUST2085,50,Male,Mango,Fruits,Medium,N/A,Winter,1,Standard,15,93733,Yes,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,David Taylor,UK,Manchester,5,47.8,203.15,Returned,Wrong Item
CUST2086,68,Female,Onion,Vegetables,Large,Green,Spring,3,Shipped from Abroad,0,40247,No,PayPal,Monthly,51:04.3,51:04.3,51:04.3,Michael Anderson,USA,Houston,2,32.47,64.94,Delivered,
CUST2087,59,Female,Croissant,Bakery,Medium,White,Autumn,4,Standard,10,18455,Yes,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Jackson,Canada,Toronto,2,20.31,36.56,Delivered,
CUST2088,19,Male,Chips,Snacks,Large,Brown,Summer,,Shipped from Abroad,15,83152,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Mary Jackson,Germany,Berlin,10,20.64,175.44,Returned,Quality Issue
CUST2089,63,Female,Potato,Vegetables,Medium,N/A,Summer,1,Shipped from Abroad,10,51894,No,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Mary Taylor,USA,New York,6,13.32,71.93,Returned,Changed Mind
CUST2090,34,Male,Yogurt,Dairy,Small,White,Summer,5,Express,15,32842,No,Cash,Weekly,51:04.3,51:04.3,51:04.3,Daniel Jackson,USA,Chicago,10,30.51,259.34,Returned,Late Delivery
CUST2091,47,Female,Nuts,Snacks,Large,Green,Spring,,Shipped from Abroad,5,13407,No,Apple Pay,Yearly,51:04.3,51:04.3,51:04.3,John Jackson,Australia,Melbourne,3,12.83,36.57,Delivered,
CUST2092,36,Male,Mango,Fruits,Medium,White,Autumn,5,Shipped from Abroad,10,75101,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,David Taylor,Canada,Montreal,5,32.23,145.03,Returned,Changed Mind
CUST2093,32,Female,Carrot,Vegetables,Large,N/A,Summer,5,Shipped from Abroad,15,74912,Yes,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Johnson,USA,New York,3,22.07,56.28,Returned,Changed Mind
CUST2094,32,Male,Yogurt,Dairy,Medium,Brown,Autumn,4,Standard,15,15637,Yes,PayPal,Monthly,51:04.3,51:04.3,51:04.3,John Brown,USA,Chicago,10,49.9,424.15,Returned,Quality Issue
CUST2095,70,Female,Nuts,Snacks,Large,Red,Autumn,5,Shipped from Abroad,5,21465,Yes,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Michael Anderson,UK,Liverpool,5,37.3,177.17,Delivered,
CUST2096,66,Female,Onion,Vegetables,Medium,Red,Spring,2,Express,10,80886,Yes,Bank Transfer,Weekly,51:04.3,51:04.3,51:04.3,Sarah Johnson,Germany,Hamburg,1,28.78,25.9,Returned,Changed Mind
CUST2097,41,Female,Spinach,Vegetables,Small,Yellow,Winter,5,Express,15,81221,Yes,Apple Pay,Quarterly,51:04.3,51:04.3,51:04.3,David Taylor,UK,Liverpool,3,17.18,43.81,Returned,Changed Mind
CUST2098,44,Male,Coffee,Beverages,Large,Red,Autumn,2,Express,5,76906,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Mary Anderson,UK,Liverpool,10,29.6,281.2,Delivered,
CUST2099,46,Female,Bread,Bakery,Large,Brown,Autumn,5,Standard,15,90659,Yes,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Emma Thomas,Canada,Toronto,6,6.12,31.21,Delivered,
CUST2100,49,Male,Potato,Vegetables,Medium,Green,Summer,3,Express,0,95192,No,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,John Johnson,UK,London,3,18.43,55.29,Delivered,
CUST2101,23,Male,Spinach,Vegetables,Small,N/A,Summer,,Standard,10,19770,No,Cash,Monthly,51:04.3,51:04.3,51:04.3,Emma Smith,Canada,Vancouver,8,7.3,52.56,Returned,Wrong Item
CUST2102,52,Male,Cheese,Dairy,Large,N/A,Winter,2,Standard,15,91277,Yes,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Mary Thomas,Canada,Toronto,2,34.92,59.36,Delivered,
CUST2103,20,Male,Pork,Meat,Large,N/A,Winter,1,Shipped from Abroad,10,91297,Yes,Cash,Weekly,51:04.3,51:04.3,51:04.3,Olivia Smith,Canada,Toronto,10,42.13,379.17,Returned,Quality Issue
CUST2104,39,Male,Cake,Bakery,Large,Yellow,Summer,3,Standard,15,37994,No,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,Olivia Brown,Germany,Hamburg,10,41.48,352.58,Returned,Wrong Item
CUST2105,36,Male,Chips,Snacks,Medium,Brown,Autumn,,Express,5,17189,No,Google Pay,Weekly,51:04.3,51:04.3,51:04.3,Emma Thomas,UK,Manchester,6,5.5,31.35,Returned,Changed Mind
CUST2106,56,Female,Beef,Meat,Medium,N/A,Spring,1,Standard,0,49191,No,Cash,Monthly,51:04.3,51:04.3,51:04.3,Emma Anderson,Germany,Hamburg,2,33.57,67.14,Delivered,
CUST2107,38,Male,Biscuits,Snacks,Large,Brown,Spring,2,Shipped from Abroad,20,23462,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,John Brown,Germany,Hamburg,8,41.13,263.23,Delivered,
CUST2108,36,Female,Juice,Beverages,Large,N/A,Spring,4,Express,10,98386,No,Apple Pay,Weekly,51:04.3,51:04.3,51:04.3,Emma Jackson,UK,Liverpool,8,24.35,175.32,Returned,Quality Issue
CUST2109,49,Female,Beef,Meat,Medium,Red,Autumn,4,Standard,15,53345,No,Google Pay,Quarterly,51:04.3,51:04.3,51:04.3,Daniel Brown,UK,London,8,12.73,86.56,Delivered,
CUST2110,66,Male,Tea,Beverages,Small,Green,Autumn,1,Standard,0,66531,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Mary Taylor,UK,Manchester,6,1.79,10.74,Delivered,
CUST2111,52,Female,Chicken,Meat,Medium,Red,Autumn,5,Express,15,46118,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Emma Anderson,USA,Los Angeles,9,29.99,229.42,Returned,Changed Mind
CUST2112,32,Male,Yogurt,Dairy,Medium,N/A,Spring,,Express,10,56220,Yes,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,Mary Taylor,Germany,Munich,3,30.27,81.73,Returned,Changed Mind
CUST2113,66,Female,Croissant,Bakery,Medium,Brown,Summer,1,Shipped from Abroad,15,42084,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Michael Johnson,Canada,Toronto,2,9.22,15.67,Delivered,
CUST2114,48,Female,Muffin,Bakery,Small,Yellow,Autumn,4,Shipped from Abroad,0,85957,Yes,Cash,Monthly,51:04.3,51:04.3,51:04.3,Daniel Thomas,UK,London,5,45.01,225.05,Delivered,
CUST2115,59,Male,Cake,Bakery,Medium,Green,Spring,1,Express,15,37910,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,John Jackson,USA,Houston,5,23.07,98.05,Returned,Late Delivery
CUST2116,41,Male,Muffin,Bakery,Large,Green,Winter,5,Shipped from Abroad,5,50499,Yes,Google Pay,Monthly,51:04.3,51:04.3,51:04.3,Sarah Thomas,Canada,Toronto,,9.75,,Returned,Changed Mind
CUST2117,42,Male,Butter,Dairy,Medium,Yellow,Winter,1,Standard,10,89247,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,John Johnson,UK,Liverpool,6,12.81,69.17,Delivered,
CUST2118,21,Male,Banana,Fruits,Large,Yellow,Summer,3,Standard,0,44464,No,Apple Pay,Monthly,51:04.3,51:04.3,51:04.3,David Jackson,USA,Chicago,6,32.39,194.34,Delivered,
CUST2119,55,Male,Potato,Vegetables,Medium,N/A,Summer,5,Shipped from Abroad,15,24343,Yes,Cash,Weekly,51:04.3,51:04.3,51:04.3,David Johnson,USA,Chicago,9,10.66,81.55,Delivered,
CUST2120,61,Female,Biscuits,Snacks,Large,Red,Autumn,4,Express,15,48924,Yes,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,John Brown,Germany,Munich,4,,,Delivered,
CUST2121,20,Female,Yogurt,Dairy,Small,Green,Winter,2,Shipped from Abroad,0,71953,No,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,John Brown,USA,New York,9,22.07,198.63,Delivered,
CUST2122,68,Male,Grapes,Fruits,Large,White,Winter,2,Shipped from Abroad,20,49363,Yes,Debit Card,Quarterly,51:04.3,51:04.3,51:04.3,Sarah Smith,Australia,Brisbane,5,45.71,182.84,Delivered,
CUST2123,21,Male,Croissant,Bakery,Large,Red,Autumn,5,Shipped from Abroad,5,94505,Yes,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Mary Jackson,UK,Liverpool,7,15.66,104.14,Returned,Late Delivery
CUST2124,36,Male,Tea,Beverages,Medium,Red,Autumn,,Shipped from Abroad,5,84112,Yes,Cash,Weekly,51:04.3,51:04.3,51:04.3,Sarah Johnson,USA,New York,5,36.57,173.71,Returned,Wrong Item
CUST2125,45,Male,Chips,Snacks,Medium,Green,Spring,3,Express,15,94271,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,Sarah Smith,Germany,Berlin,5,18.41,78.24,Returned,Wrong Item
CUST2126,56,Male,Soda,Beverages,Large,N/A,Winter,1,Shipped from Abroad,5,73632,No,Bank Transfer,Monthly,51:04.3,51:04.3,51:04.3,David Smith,Australia,Sydney,6,19.12,108.98,Delivered,
CUST2127,54,Male,Cheese,Dairy,Small,Red,Spring,5,Standard,10,36595,No,Credit Card,Weekly,51:04.3,51:04.3,51:04.3,Michael Anderson,Germany,Munich,1,15.05,13.55,Delivered,
CUST2128,21,Female,Croissant,Bakery,Small,White,Summer,1,Express,15,24006,Yes,Credit Card,Yearly,51:04.3,51:04.3,51:04.3,Michael Brown,Australia,Brisbane,8,19.06,129.61,Returned,Changed Mind
CUST2129,22,Female,Juice,Beverages,Large,Green,Summer,,Express,15,86995,Yes,PayPal,Yearly,51:04.3,51:04.3,51:04.3,Emma Jackson,Australia,Melbourne,4,42.07,143.04,Delivered,
CUST2130,65,Female,Butter,Dairy,Medium,White,Spring,3,Standard,10,46800,No,PayPal,Monthly,51:04.3,51:04.3,51:04.3,Olivia Brown,Australia,Sydney,5,47.78,215.01,Returned,Damaged Product
CUST2131,30,Female,Bread,Bakery,Large,Yellow,Winter,3,Express,5,49500,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,Emma Johnson,USA,New York,1,20.25,19.24,Returned,Quality Issue
CUST2132,21,Male,Beef,Meat,Large,Brown,Spring,5,Shipped from Abroad,15,25014,No,PayPal,Quarterly,51:04.3,51:04.3,51:04.3,Sarah Brown,USA,Chicago,6,21.94,111.89,Returned,Quality Issue
CUST2133,56,Female,Cake,Bakery,Small,Red,Summer,1,Standard,0,90650,No,Debit Card,Yearly,51:04.3,51:04.3,51:04.3,David Smith,Australia,Melbourne,5,24.22,121.1,Returned,Late Delivery
CUST2134,67,Male,Fish,Meat,Small,White,Spring,4,Express,15,37962,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,John Jackson,Germany,Hamburg,8,1.79,12.17,Delivered,
CUST2135,46,Female,Beef,Meat,Large,Red,Spring,2,Express,0,65315,No,Debit Card,Weekly,51:04.3,51:04.3,51:04.3,John Smith,Canada,Toronto,8,27.53,220.24,Returned,Damaged Product
CUST2136,39,Female,Juice,Beverages,Medium,White,Winter,,Express,5,66171,Yes,PayPal,Monthly,51:04.3,51:04.3,51:04.3,John Thomas,UK,Manchester,4,9.04,34.35,Delivered,
CUST2137,20,Male,Soda,Beverages,Medium,Brown,Summer,5,Standard,0,90326,No,Credit Card,Quarterly,51:04.3,51:04.3,51:04.3,John Anderson,USA,Chicago,1,12.89,12.89,Delivered,
CUST2138,35,Female,Banana,Fruits,Medium,N/A,Summer,,Express,0,25946,No,Debit Card,Monthly,51:04.3,51:04.3,51:04.3,Daniel Brown,UK,Manchester,2,33.56,67.12,Delivered,
CUST2139,69,Male,Cake,Bakery,Large,Green,Spring,5,Express,10,96144,No,Google Pay,Yearly,51:04.3,51:04.3,51:04.3,Olivia Brown,Australia,Sydney,6,,,Returned,Late Delivery
CUST2140,65,Male,Croissant,Bakery,Small,Red,Spring,4,Standard,5,72126,Yes,Cash,Yearly,51:04.3,51:04.3,51:04.3,Sarah Johnson,Australia,Sydney,10,13.9,132.05,Returned,Quality Issue
